timestamp,overview_id,review_id,review_url,rating_date,count_helpful,count_unhelpful,employee_job_end_year,employee_length,employee_responses,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,company_name,review_advice,url,employee_location,employee_job_title,advice_to_management,overview_url,original_url,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,glassdoor_employer_id
"2024-04-02 00:00:00.000","428473","69740775","https://www.glassdoor.co.uk/Reviews/Employee-Review-Anheuser-Busch-InBev-RVW69740775.htm","""2022-10-04T04:00:52.807Z""","","",2022,9,"null","REGULAR","Former employee, more than 8 years","","","POSITIVE","APPROVE","POSITIVE",3,2,4,1,"PUntuación","Anheuser-Busch InBev","","https://www.glassdoor.co.uk/Reviews/Anheuser-Busch-InBev-Reviews-E428473_P9.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=spa&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Gerente","Trabajar con más empatía consu personal para potenciarlo.","https://www.glassdoor.co.uk/Overview/Working-at-Anheuser-Busch-InBev-EI_IE428473.11,31.htm","https://www.glassdoor.co.uk/Reviews/Anheuser-Busch-InBev-Reviews-E428473.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Aprendizaje corporativo. Buena escuela de gestión","No hay equilibrio entre vida personal y trabajo.",4,3,4,"428473"
"2024-04-02 00:00:00.000","1737","50991540","https://www.glassdoor.co.uk/Reviews/Employee-Review-Oracle-RVW50991540.htm","""2021-08-11T11:30:07.027Z""","","",2021,6,"null","REGULAR","Former employee, more than 5 years","","","POSITIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Project lead","Oracle","","https://www.glassdoor.co.uk/Reviews/Oracle-Reviews-E1737_P1649.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Bengaluru","Project Lead","Change the culture. Lot more can be achieved with right mindset and values.","https://www.glassdoor.co.uk/Overview/Working-at-Oracle-EI_IE1737.11,17.htm","https://www.glassdoor.co.uk/Reviews/Oracle-Reviews-E1737.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Just like a govt office.","Old people with ageing hutle culture. They don't allow you take risks",1,1,4,"1737"
"2024-04-02 00:00:00.000","9011","67534111","https://www.glassdoor.co.uk/Reviews/Employee-Review-bp-RVW67534111.htm","""2022-08-04T07:36:07.213Z""",1,"","",1,"null","PART_TIME","Current employee, less than 1 year","","","NEUTRAL","NO_OPINION","NEGATIVE",1,1,1,5,"Okay job, ruined by poor leadership","bp","","https://www.glassdoor.co.uk/Reviews/bp-Reviews-E9011_P39.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","York, England","Customer Service Assistant Nights","Stop communicating via third parties (it is not effective), if you need to talk to someone, talk to them.
Treat your people like people. You don't own people it is illegal. People have choices.
Stop expecting part time retail employees to care so much. 
Sort your attitude out, if you have a rubbish attitude so will your staff. 
Respect is a luxury not a right.
The time for managers sitting in their offices and barking orders is over, people need and want good leaders. 

Advice to regional management and up - If your stores have high turnover, its because of the manager. People leave when they don't feel respected and appreciated.","https://www.glassdoor.co.uk/Overview/Working-at-bp-EI_IE9011.11,13.htm","https://www.glassdoor.co.uk/Reviews/bp-Reviews-E9011.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Discount is okay
The night job is pretty fun when you get along with your colleagues
No management to deal with on nights","Poor management - take advantage of the fact most colleagues cannot lose their jobs with no notice as a tactic for bullying and threatening behaviour. They basically like to think they own you.
No appreciation - you can have a really busy night and still get everything done and more, with not even a thank you. Help out at other branches again with no thank you, from your manager or the manager at the other branch.
Lack of understanding regarding how it is more difficult to sleep during the day due to life noise of the world, light and heat.
Poor attitude and behaviour from management - especially when they are coming in at the end of a long night. 
Lack of training - Training/continuous training is none existent for night staff, my induction was a 9-5 shift during the day in which I spent most of it on a till serving customers on my own. And the only training I got was regarding day shift jobs/procedures. I got 2 night shifts training with 2 Customer Assistants in which they are not paid extra to do, and after that I was pretty much on my own. 
Extra tasks that get pushed onto night shift are not communicated effectively leading to us been scolded because the task wasn't done/done incorrectly, for task which we have never been trained to do. Management just expects us to figure it out. 
Poor ineffective communication - Finding out after going to work that you were suppose to be at another branch therefore no communication regarding working at other stores, telling other store assistants and hoping the message gets through to the right people.
It feels like the morning management settings are downright hostility or apathy. neither of which make you feel good at the end of a shift.",2,1,1,"9011"
"2024-03-31 00:00:00.000","4138","40476292","https://www.glassdoor.co.uk/Reviews/Employee-Review-Accenture-RVW40476292.htm","""2021-01-11T15:36:13.027Z""","","",2018,9,"null","REGULAR","Former employee, more than 8 years","","","POSITIVE","APPROVE","POSITIVE",4,4,4,4,"Learning Opportunity","Accenture","","https://www.glassdoor.co.uk/Reviews/Accenture-Reviews-E4138_P8374.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Phoenix, AZ","Manager","Need to do something to get sense of ownership community for employee","https://www.glassdoor.co.uk/Overview/Working-at-Accenture-EI_IE4138.11,20.htm","https://www.glassdoor.co.uk/Reviews/Accenture-Reviews-E4138.htm?filter.iso3Language=por&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Lot of client experience and learning challenges","Defragmented employee base due to client support",4,4,5,"4138"
"2024-04-02 00:00:00.000","10999","69507079","https://www.glassdoor.co.uk/Reviews/Employee-Review-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-RVW69507079.htm","""2022-09-27T10:40:34.130Z""",1,"",2020,6,"null","REGULAR","Former employee, more than 5 years","","","NEUTRAL","APPROVE","POSITIVE",2,4,4,3,"É excelente pra início de carreira","Itaú Unibanco (Itaú BBA e Rede)","","https://www.glassdoor.co.uk/Reviews/Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-Reviews-E10999_P588.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=por&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Product Manager","Estudar sobre liderança, o Itaú promove muitos bons analistas a gestores sem prepará-los para serem gestores. Eles estão mais preocupados com a carreira individual deles do que em desenvolver pessoas.","https://www.glassdoor.co.uk/Overview/Working-at-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.11,40.htm","https://www.glassdoor.co.uk/Reviews/Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-Reviews-E10999.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","- Pra quem está começando a carreira é uma grande escola
- Se você trabalha em área digital, TI ou produtos você tem muita possibilidade de crescimento.
- Benefícios são muito bons
- Salário é bom quando você negocia bem
- A possibilidade de fazer networking é enorme dado a quantidade de funcionários e contato com diversas áreas
- Se você sabe jogar bem o jogo fazendo um bom trabalho e sendo política, vai se dar muito bem","- Com o passar do tempo a cultura faz com que você queira sair ou com que você não seja um profissional tão bom quanto eles pedem. Ex: querem que você seja questionador, pero no mucho.
- As carteiradas de pessoas do cargo acima do seu também são frequentes, fora a politicagem, são poucos os casos onde você consegue ser você mesmo e ter a possibilidade de crescer.
- Não vejo muita oportunidade para pessoas introvertidas, ou você joga o jogo ou não vai crescer como deseja.",4,2,3,"10999"
"2024-04-02 00:00:00.000","4138","55104298","https://www.glassdoor.co.uk/Reviews/Employee-Review-Accenture-RVW55104298.htm","""2021-11-09T05:07:33.167Z""","","",2018,6,"null","CONTRACT","Former Contractor, more than 5 years","","","NEUTRAL","NO_OPINION","POSITIVE",2,1,2,1,"Analista Pleno","Accenture","","https://www.glassdoor.co.uk/Reviews/Accenture-Reviews-E4138_P352.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=por&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Recife, Pernambuco","Analista Pleno","Tomar mais cuidado na avaliação de promoções e oportunidades para os funcionários que se dedicam.","https://www.glassdoor.co.uk/Overview/Working-at-Accenture-EI_IE4138.11,20.htm","https://www.glassdoor.co.uk/Reviews/Accenture-Reviews-E4138.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Plano de carreira definido
Bom para inicio de carreira","Baixo salário
Dificil conseguir promoção, quanto maior o cargo mais político fica para subir.
Dependendo do projeto há acúmulo excessivo de horas extras",1,2,3,"4138"
"2024-04-02 00:00:00.000","3767","80762205","https://www.glassdoor.co.uk/Reviews/Employee-Review-TD-RVW80762205.htm","""2023-10-08T11:41:48.950Z""",4,"","",1,"null","REGULAR","Current employee, less than 1 year","","","NEGATIVE","APPROVE","NEGATIVE",2,5,2,1,"Treat CSR terrible","TD","","https://www.glassdoor.co.uk/Reviews/TD-Reviews-E3767_P135.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Mount Laurel, NJ","Easyline Telephone Banking Specialist","Treat your CSRs better almost more than half my training class quit.","https://www.glassdoor.co.uk/Overview/Working-at-TD-EI_IE3767.11,13.htm","https://www.glassdoor.co.uk/Reviews/TD-Reviews-E3767.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Great benefits and that’s really it.","They treat the contact center employees good in training than after you hit the floor it’s a different story. You get told not to call out but you have a lot of sick time to use before the year is up you can only carry over 40 hours. They customers are always rude and their surveys if they are bad you it affects your metrics badly.",5,1,5,"3767"
"2024-04-02 00:00:00.000","3482","56795671","https://www.glassdoor.co.uk/Reviews/Employee-Review-HSBC-RVW56795671.htm","""2021-12-16T22:11:23.860Z""",1,"",2021,4,"null","REGULAR","Former employee, more than 3 years","","","NEGATIVE","DISAPPROVE","POSITIVE",4,4,3,3,"Good Experience","HSBC","","https://www.glassdoor.co.uk/Reviews/HSBC-Reviews-E3482_P921.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Bengaluru","Senior Analyst","Salary correction","https://www.glassdoor.co.uk/Overview/Working-at-HSBC-EI_IE3482.11,15.htm","https://www.glassdoor.co.uk/Reviews/HSBC-Reviews-E3482.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Excellent Colleagues and Manager
Good Learning Opportunities
Good Exposure","Below par salary as per industry standards
Not good hike",1,1,4,"3482"
"2024-04-02 00:00:00.000","544","44042310","https://www.glassdoor.co.uk/Reviews/Employee-Review-Procter-and-Gamble-RVW44042310.htm","""2021-03-15T17:55:39.867Z""",3,"",2021,4,"null","REGULAR","Former employee, more than 3 years","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Disgusting lack of leadership across nearly all band levels.","Procter & Gamble","","https://www.glassdoor.co.uk/Reviews/Procter-and-Gamble-Reviews-E544_P603.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Cincinnati, OH","Senior IT Manager","Grow up.","https://www.glassdoor.co.uk/Overview/Working-at-Procter-and-Gamble-EI_IE544.11,29.htm","https://www.glassdoor.co.uk/Reviews/Procter-and-Gamble-Reviews-E544.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Band 1 and Band 2 employees have very good work ethic and drive.","Band 3+ do not know what they are doing and everyone screws each other over for promotions and treats newer employees like slaves without proper compensation for the work they put in. Band 4+ are lazy and chase trophies based on the work their employees do without rewarding those that actually do the work.",1,1,1,"544"
"2024-04-02 00:00:00.000","4463465","81305028","https://www.glassdoor.co.uk/Reviews/Employee-Review-Stellantis-RVW81305028.htm","""2023-10-26T14:57:23.950Z""","","",2020,9,"null","REGULAR","Former employee, more than 8 years","","","POSITIVE","APPROVE","POSITIVE",4,5,4,3,"Good company to work for","Stellantis","","https://www.glassdoor.co.uk/Reviews/Stellantis-Reviews-E4463465_P31.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Detroit, MI","Maintenance Manager","Make sure your workers have enough time off","https://www.glassdoor.co.uk/Overview/Working-at-Stellantis-EI_IE4463465.11,21.htm","https://www.glassdoor.co.uk/Reviews/Stellantis-Reviews-E4463465.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Good pay and benefits along with OT compensation","Long hours and weekends can wear on you",5,4,4,"4463465"
"2024-04-02 00:00:00.000","1737","45211342","https://www.glassdoor.co.uk/Reviews/Employee-Review-Oracle-RVW45211342.htm","""2021-04-08T07:43:42.883Z""","","",2020,2,"null","REGULAR","Former employee, more than 1 year","","","POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Review of oracle","Oracle","","https://www.glassdoor.co.uk/Reviews/Oracle-Reviews-E1737_P1918.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Burlington, NC","Account Executive","Keep up the great work!","https://www.glassdoor.co.uk/Overview/Working-at-Oracle-EI_IE1737.11,17.htm","https://www.glassdoor.co.uk/Reviews/Oracle-Reviews-E1737.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Great management and exceptional training","I didn’t find many cons working there",5,5,5,"1737"
"2024-04-02 00:00:00.000","3363","43016115","https://www.glassdoor.co.uk/Reviews/Employee-Review-Samsung-Electronics-RVW43016115.htm","""2021-02-24T06:10:11.423Z""",1,"",2019,1,"null","REGULAR","Former employee, less than 1 year","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Not conducive","Samsung Electronics","","https://www.glassdoor.co.uk/Reviews/Samsung-Electronics-Reviews-E3363_P571.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Supply Chain Analyst","Try changing the culture","https://www.glassdoor.co.uk/Overview/Working-at-Samsung-Electronics-EI_IE3363.11,30.htm","https://www.glassdoor.co.uk/Reviews/Samsung-Electronics-Reviews-E3363.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","a lot of things to learn and develop","Very bad colleagues and no motivation from managers or peers",2,1,1,"3363"
"2023-07-30 00:00:00.000","2081762","2081762","https://www.glassdoor.com/Reviews/Employee-Review-VNL-RVW2081762.htm","""2012-10-25T00:00:00.000Z""",1,1,2012,1,"null","","Former Employee","","","NEUTRAL","NO_OPINION","NEGATIVE",2,"",2,3,"not good if u r fresher but good for experienced guys coz of handsome salary","VNL","","","","","","","","work environment is very good, seniors are helpful and knowledgable as most of them are from aricent and cdot
no work pressure 
good salary for experienced people who join VNL","not much of developing work 
still not working in LTE 
no training for freshers which may prove a hindrance in their career prospects",3,2,"",""
"2023-07-24 00:00:00.000","68409926","68409926","https://www.glassdoor.com/Reviews/Employee-Review-Crest-Data-Systems-RVW68409926.htm","""2022-08-27T00:00:00.000Z""",1,"",2022,1,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"They rejected me after giving offer letter as a fresher after 2 months. Never trust this company again.","Crest Data Systems","","","","","","","","No pros for this company","They can fire you anytime, not trustworthy!",1,1,"",""
"2023-07-24 00:00:00.000","68491039","71396278","https://www.glassdoor.com/Reviews/Employee-Review-Early-Start-Australia-RVW71396278.htm","""2022-11-26T00:00:00.000Z""",1,"",2022,4,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Burnout guaranteed","Early Start Australia","","","","","","","","Great clinical variety/caseload. Loved the immediate team I was working with.","A company that is happy to put profit over the wellbeing of their clients and clinicians. While the pay was terrible, the overburdening and undervaluing of staff was absolutely unacceptable. It was awful to see so many hard-working clinicians being run into the ground over unattainable billable hours, administrative tasks, reporting, marketing (yes, we were told to do our own marketing... Because why else pay for a Marketing Team) and managing the exhaustion of a taxing clinical workload. Can't imagine how a new grad would manage in such an environment. I abhor writing these sorts of reviews, but I feel obliged to hopefully stop any well-meaning clinician from tying themselves down to this company. Unrealistic KPIs, workplace expectations around billable hours do not allow for planning, collaboration or evidence-based practice. Terrible pay. Bonus scheme is impossible to benefit from. Poor communication from management. Constant micro-managing of schedules.

EDIT: Not an inclusive company - no flexibility or willingness to accommodate in a meaningful way for clinicians with disabilities.",1,1,"",""
"2023-07-28 00:00:00.000","66321318","66321318","https://www.glassdoor.com/Reviews/Employee-Review-Fishbowl-Solutions-RVW66321318.htm","""2022-07-05T00:00:00.000Z""",2,"",2022,6,"null","","Former Employee","","","POSITIVE","APPROVE","POSITIVE",5,4,4,4,"Great Opportunities, Great People","Fishbowl Solutions","","","","","","","","• Coworkers are very knowledgeable. Senior employees will often juggle their responsibilities in addition to providing guidance whenever you need it.

• Company ""Peloton"" awards (company-wide acknowledgement, gift card) can be granted from any employee to another for recognizing great work.

• It is a smaller company with a tight-knit ""family"" feel, you get to know everyone from new hires to the president. Regular happy hours, ping pong/foosball, ""President's Club"" trips (normally all-inclusive to Mexico with significant others if company numbers are met annually), recreational sports, etc. help build and maintain friendships.

• As an Oracle/Google partner, there is 100% probability of working with large, exciting organizations on a regular basis. 

• Consulting allows you to work on multiple projects simultaneously, and switch to new projects regularly, which accelerates learning and introduces you to a wide variety of technologies.","• As a small company that supports many products, you will naturally need to wear a lot of hats and fill in to projects based on the demand of the sales pipeline. It is difficult to become a true expert or keep up with the latest released features in a few products when you need to focus 20-40 hours/week on unrelated products for another project. Because of this, you tend to be a more reactive resource in sales calls or new projects rather than a proactive authority.

• Work from home options have started to be introduced, but remain limited and restrictive.

• A significant portion of your pay comes from an ""Incentive Bonus"", where the only metric to meet the bonus is billing hours to a client project. The idea makes sense at a high level, but is a detriment to other initiatives within the company like supporting the sales team, internal infrastructure / demo environment maintenance, product development, training and certifications, documenting standard practices, and management / mentorship responsibilities.",3,4,"",""
"2023-07-27 00:00:00.000","60818728","60818728","https://www.glassdoor.com/Reviews/Employee-Review-Extreme-Reach-RVW60818728.htm","""2022-03-08T00:00:00.000Z""",2,"",2020,4,"null","","Former Employee","","","NEUTRAL","NO_OPINION","NEGATIVE",2,3,3,2,"Talent Manager","Extreme Reach","","","","","","","","it all depends on which team you are assigned to work with. You could have an amazing team with a great leader or the opposite.","low salary and ridiculous bonus performance 3%. 
No flexibility to WFH
Micro management
no career opportunities. You are stuck in the same role.",2,3,"",""
"2023-07-26 00:00:00.000","51886212","51886212","https://www.glassdoor.com/Reviews/Employee-Review-3EA-RVW51886212.htm","""2021-08-31T00:00:00.000Z""",12,"",2020,2,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Stay away with this company. Someone in past wrote very true that they lie and manupulate","3EA","","","","","","","","1.You will get immune to the worst ever politics and unprofessionalism as no other company can be more unprofessional like this. 

2. You can learn how to deal with fake company and management like this. 

 3. You will learn how to digest the biggest lies, as each and everyone here is a liers and fake specially the HR and so called seniors.","1. They never credit the salary on time in the history of this company not even a single time, moreover sometimes they do not even credit the salary and they do once in 2 months or once in 1.5 month. 
2. They have never credited performance linked amount inspite of fullfiling there criterion(once you complete 5 years) and no one ever got there plp amount till now. 

3. They have all information present in website or other sites are false and there are less than 20 employees overall and only 2 offices in total which they claim  in Singapore and delhi but there are no offices there. 
 4. Previous experience they show are all fake as there employees uses top company brand name to show they have worked there in past. 

5. They are not management consultants and they don't have any project ongoing or any client they make fool to new joiners as say they will give training but sadly they themselves need to attend some training as they know nothing about business. 

6. Almost everyone left from the company and those who are there always talks about running out once there salaries of previous months which was on hold for long time will get credited. 

7. They post fake job openings just to look cool in social media. 

8. They hire knowledgeable people for such a small time like one two or three months to get a task done, learn from them and then they not able to pay them the salary. 

9. Many more",1,1,"",""
"2024-04-02 00:00:00.000","2282","30288157","https://www.glassdoor.co.uk/Reviews/Employee-Review-Morgan-Stanley-RVW30288157.htm","""2019-11-09T07:16:48.167Z""",4,"",2019,4,"null","REGULAR","Former employee, more than 3 years","","","NEGATIVE","NO_OPINION","NEGATIVE",4,"",3,4,"Expect grad culture. Not a good thing. Mumbai Technology.","Morgan Stanley","","https://www.glassdoor.co.uk/Reviews/Morgan-Stanley-Reviews-E2282_P1148.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Mumbai","Senior Manager","None. People who would listen aren't there anymore.
Recently, many good people in upper management have left.
Good ones are not looking to stay.","https://www.glassdoor.co.uk/Overview/Working-at-Morgan-Stanley-EI_IE2282.11,25.htm","https://www.glassdoor.co.uk/Reviews/Morgan-Stanley-Reviews-E2282.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","There are some really good teams.
Good benefits. Around 16 public holidays. Unlimited sick leave! Transport.
Some may like the culture here.","You'll get hit by a grad culture. You would see how they move quickly up the ladder without much experience. It's bad for them too they unknowingly become pompous.
Food is not subsidized.
Expect your manager lay hands on your travel opportunity you worked hard for.",3,3,3,"2282"
"2024-04-02 00:00:00.000","3059","68717245","https://www.glassdoor.co.uk/Reviews/Employee-Review-Airbus-RVW68717245.htm","""2022-09-05T06:17:30.950Z""","","",2022,4,"null","REGULAR","Former employee, more than 3 years","","","POSITIVE","APPROVE","POSITIVE",3,3,4,5,"Bonne expérience","Airbus","","https://www.glassdoor.co.uk/Reviews/Airbus-Reviews-E3059_P50.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=fra&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Doctorant CIFRE","Recruter plus de jeunes diplômés et accorder plus d'importance aux alternants/stagiaires/doctorants car représentent l'avenir de l'engineering et de la production dans l'industrie de demain.","https://www.glassdoor.co.uk/Overview/Working-at-Airbus-EI_IE3059.11,17.htm","https://www.glassdoor.co.uk/Reviews/Airbus-Reviews-E3059.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Environnement très riche. Beaucoup de métiers découverts, surtout depuis la conception jusqu'à la production d'aéronefs.","La cinétique de l'entreprise due au trop grand nombre de personnel et des fonctions de niches des employés.",5,3,2,"3059"
"2024-04-02 00:00:00.000","1603125","34978974","https://www.glassdoor.co.uk/Reviews/Employee-Review-DXC-Technology-RVW34978974.htm","""2020-08-17T04:04:57.040Z""",1,"",2020,1,"null","REGULAR","Former employee, less than 1 year","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,"",1,1,"Don't join","DXC Technology","","https://www.glassdoor.co.uk/Reviews/DXC-Technology-Reviews-E1603125_P1517.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Anonymous Employee","Treat people like people not like machines","https://www.glassdoor.co.uk/Overview/Working-at-DXC-Technology-EI_IE1603125.11,25.htm","https://www.glassdoor.co.uk/Reviews/DXC-Technology-Reviews-E1603125.htm?filter.iso3Language=ita&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","No pros to speak about.","Management treats you like disposable asset everyday. You will regret joining this company.",3,1,5,"1603125"
